Optical constants n+ik of olivine (z-orientation, E||z) of natural single crystal olivine
from the University of Freiberg 

A(1/cm)	n.z	k.z
4589.832	1.623997	0.000035
4591.053	1.624004	0.000035
4592.273	1.624011	0.000035
4593.494	1.624018	0.000035
4594.715	1.624025	0.000034
4595.935	1.624032	0.000034
4597.156	1.62404	0.000034
4598.377	1.624047	0.000034
4599.598	1.624054	0.000034
4600.818	1.624061	0.000034
4602.039	1.624068	0.000034
4603.26	1.624075	0.000034
4604.48	1.624082	0.000034
4605.701	1.624089	0.000034
4606.922	1.624096	0.000034
4608.142	1.624103	0.000034
4609.363	1.62411	0.000034
4610.584	1.624117	0.000034
4611.805	1.624124	0.000034
4613.025	1.624131	0.000034
4614.246	1.624138	0.000034
4615.467	1.624146	0.000034
4616.687	1.624153	0.000034
4617.908	1.62416	0.000034
4619.129	1.624167	0.000034
4620.349	1.624174	0.000034
4621.57	1.624181	0.000034
4622.791	1.624188	0.000034
4624.012	1.624195	0.000034
4625.232	1.624202	0.000034
4626.453	1.624208	0.000034
4627.674	1.624215	0.000034
4628.894	1.624222	0.000034
4630.115	1.624229	0.000034
4631.336	1.624236	0.000034
4632.556	1.624243	0.000034
4633.777	1.62425	0.000034
4634.998	1.624257	0.000034
4636.219	1.624264	0.000034
4637.439	1.624271	0.000034
4638.66	1.624278	0.000033
4639.881	1.624285	0.000033
4641.101	1.624292	0.000033
4642.322	1.624299	0.000033
4643.543	1.624305	0.000033
4644.763	1.624312	0.000033
4645.984	1.624319	0.000033
4647.205	1.624326	0.000033
4648.426	1.624333	0.000033
4649.646	1.62434	0.000033
4650.867	1.624347	0.000033
4652.088	1.624354	0.000033
4653.308	1.62436	0.000033
4654.529	1.624367	0.000033
4655.75	1.624374	0.000033
4656.97	1.624381	0.000033
4658.191	1.624388	0.000033
4659.412	1.624395	0.000033
4660.633	1.624401	0.000033
4661.853	1.624408	0.000033
4663.074	1.624415	0.000033
4664.295	1.624422	0.000033
4665.515	1.624429	0.000033
4666.736	1.624435	0.000033
4667.957	1.624442	0.000033
4669.177	1.624449	0.000033
4670.398	1.624456	0.000033
4671.619	1.624463	0.000033
4672.84	1.624469	0.000033
4674.06	1.624476	0.000033
4675.281	1.624483	0.000033
4676.502	1.62449	0.000033
4677.722	1.624496	0.000033
4678.943	1.624503	0.000033
4680.164	1.62451	0.000033
4681.384	1.624516	0.000033
4682.605	1.624523	0.000033
4683.826	1.62453	0.000033
4685.047	1.624537	0.000032
4686.267	1.624543	0.000032
4687.488	1.62455	0.000032
4688.709	1.624557	0.000032
4689.929	1.624563	0.000032
4691.15	1.62457	0.000032
4692.371	1.624577	0.000032
4693.591	1.624583	0.000032
4694.812	1.62459	0.000032
4696.033	1.624597	0.000032
4697.254	1.624603	0.000032
4698.474	1.62461	0.000032
4699.695	1.624617	0.000032
4700.916	1.624623	0.000032
4702.136	1.62463	0.000032
4703.357	1.624637	0.000032
4704.578	1.624643	0.000032
4705.798	1.62465	0.000032
4707.019	1.624656	0.000032
4708.24	1.624663	0.000032
4709.461	1.62467	0.000032
4710.681	1.624676	0.000032
4711.902	1.624683	0.000032
4713.123	1.624689	0.000032
4714.343	1.624696	0.000032
4715.564	1.624703	0.000032
4716.785	1.624709	0.000032
4718.005	1.624716	0.000032
4719.226	1.624722	0.000032
4720.447	1.624729	0.000032
4721.668	1.624735	0.000032
4722.888	1.624742	0.000032
4724.109	1.624748	0.000032
4725.33	1.624755	0.000032
4726.55	1.624761	0.000032
4727.771	1.624768	0.000031
4728.992	1.624775	0.000031
4730.212	1.624781	0.000031
4731.433	1.624788	0.000031
4732.654	1.624794	0.000031
4733.875	1.624801	0.000031
4735.095	1.624807	0.000031
4736.316	1.624814	0.000031
4737.537	1.62482	0.000031
4738.757	1.624826	0.000031
4739.978	1.624833	0.000031
4741.199	1.624839	0.000031
4742.419	1.624846	0.000031
4743.64	1.624852	0.000031
4744.861	1.624859	0.000031
4746.082	1.624865	0.000031
4747.302	1.624872	0.000031
4748.523	1.624878	0.000031
4749.744	1.624884	0.000031
4750.964	1.624891	0.000031
4752.185	1.624897	0.000031
4753.406	1.624904	0.000031
4754.626	1.62491	0.000031
4755.847	1.624917	0.000031
4757.068	1.624923	0.000031
4758.289	1.624929	0.000031
4759.509	1.624936	0.000031
4760.73	1.624942	0.000031
4761.951	1.624949	0.000031
4763.171	1.624955	0.000031
4764.392	1.624961	0.000031
4765.613	1.624968	0.000031
4766.833	1.624974	0.000031
4768.054	1.62498	0.000031
4769.275	1.624987	0.000031
4770.496	1.624993	0.000031
4771.716	1.624999	0.000031
4772.937	1.625006	0.000031
4774.158	1.625012	0.000031
4775.378	1.625018	0.000031
4776.599	1.625025	0.00003
4777.82	1.625031	0.00003
4779.04	1.625037	0.00003
4780.261	1.625044	0.00003
4781.482	1.62505	0.00003
4782.703	1.625056	0.00003
4783.923	1.625062	0.00003
4785.144	1.625069	0.00003
4786.365	1.625075	0.00003
4787.585	1.625081	0.00003
4788.806	1.625087	0.00003
4790.027	1.625094	0.00003
4791.247	1.6251	0.00003
4792.468	1.625106	0.00003
4793.689	1.625112	0.00003
4794.91	1.625119	0.00003
4796.13	1.625125	0.00003
4797.351	1.625131	0.00003
4798.572	1.625137	0.00003
4799.792	1.625144	0.00003
4801.013	1.62515	0.00003
4802.234	1.625156	0.00003
4803.454	1.625162	0.00003
4804.675	1.625168	0.00003
4805.896	1.625175	0.00003
4807.117	1.625181	0.00003
4808.337	1.625187	0.00003
4809.558	1.625193	0.00003
4810.779	1.625199	0.00003
4811.999	1.625206	0.00003
4813.22	1.625212	0.00003
4814.441	1.625218	0.00003
4815.661	1.625224	0.00003
4816.882	1.62523	0.00003
4818.103	1.625236	0.00003
4819.324	1.625242	0.00003
4820.544	1.625249	0.00003
4821.765	1.625255	0.00003
4822.986	1.625261	0.00003
4824.206	1.625267	0.00003
4825.427	1.625273	0.00003
4826.648	1.625279	0.00003
4827.868	1.625285	0.00003
4829.089	1.625291	0.00003
4830.31	1.625298	0.00003
4831.531	1.625304	0.00003
4832.751	1.62531	0.00003
4833.972	1.625316	0.000029
4835.193	1.625322	0.000029
4836.413	1.625328	0.000029
4837.634	1.625334	0.000029
4838.855	1.62534	0.000029
4840.075	1.625346	0.000029
4841.296	1.625352	0.000029
4842.517	1.625358	0.000029
4843.738	1.625364	0.000029
4844.958	1.62537	0.000029
4846.179	1.625376	0.000029
4847.4	1.625383	0.000029
4848.62	1.625389	0.000029
4849.841	1.625395	0.000029
4851.062	1.625401	0.000029
4852.282	1.625407	0.000029
4853.503	1.625413	0.000029
4854.724	1.625419	0.000029
4855.945	1.625425	0.000029
4857.165	1.625431	0.000029
4858.386	1.625437	0.000029
4859.607	1.625443	0.000029
4860.827	1.625449	0.000029
4862.048	1.625455	0.000029
4863.269	1.625461	0.000029
4864.489	1.625466	0.000029
4865.71	1.625472	0.000029
4866.931	1.625478	0.000029
4868.152	1.625484	0.000029
4869.372	1.62549	0.000029
4870.593	1.625496	0.000029
4871.814	1.625502	0.000029
4873.034	1.625508	0.000029
4874.255	1.625514	0.000029
4875.476	1.62552	0.000029
4876.696	1.625526	0.000029
4877.917	1.625532	0.000029
4879.138	1.625538	0.000029
4880.359	1.625544	0.000029
4881.579	1.62555	0.000029
4882.8	1.625556	0.000029
4884.021	1.625561	0.000029
4885.241	1.625567	0.000029
4886.462	1.625573	0.000029
4887.683	1.625579	0.000028
4888.903	1.625585	0.000028
4890.124	1.625591	0.000028
4891.345	1.625597	0.000028
4892.566	1.625602	0.000028
4893.786	1.625608	0.000028
4895.007	1.625614	0.000028
4896.228	1.62562	0.000028
4897.448	1.625626	0.000028
4898.669	1.625632	0.000028
4899.89	1.625638	0.000028
4901.11	1.625643	0.000028
4902.331	1.625649	0.000028
4903.552	1.625655	0.000028
4904.773	1.625661	0.000028
4905.993	1.625667	0.000028
4907.214	1.625672	0.000028
4908.435	1.625678	0.000028
4909.655	1.625684	0.000028
4910.876	1.62569	0.000028
4912.097	1.625696	0.000028
4913.317	1.625701	0.000028
4914.538	1.625707	0.000028
4915.759	1.625713	0.000028
4916.98	1.625719	0.000028
4918.2	1.625725	0.000028
4919.421	1.62573	0.000028
4920.642	1.625736	0.000028
4921.862	1.625742	0.000028
4923.083	1.625748	0.000028
4924.304	1.625753	0.000028
4925.524	1.625759	0.000028
4926.745	1.625765	0.000028
4927.966	1.625771	0.000028
4929.187	1.625776	0.000028
4930.407	1.625782	0.000028
4931.628	1.625788	0.000028
4932.849	1.625793	0.000028
4934.069	1.625799	0.000028
4935.29	1.625805	0.000028
4936.511	1.625811	0.000028
4937.731	1.625816	0.000028
4938.952	1.625822	0.000028
4940.173	1.625828	0.000028
4941.394	1.625833	0.000028
4942.614	1.625839	0.000028
4943.835	1.625845	0.000028
4945.056	1.62585	0.000027
4946.276	1.625856	0.000027
4947.497	1.625862	0.000027
4948.718	1.625865	0.000027
4949.938	1.625867	0.000027
4951.159	1.625873	0.000027
4952.38	1.625879	0.000027
4953.601	1.625884	0.000027
4954.821	1.62589	0.000027
4956.042	1.625896	0.000027
4957.263	1.625901	0.000027
4958.483	1.625907	0.000027
4959.704	1.625912	0.000027
4960.925	1.625918	0.000027
4962.145	1.625924	0.000027
4963.366	1.625929	0.000027
4964.587	1.625935	0.000027
4965.808	1.625941	0.000027
4967.028	1.625946	0.000027
4968.249	1.625952	0.000027
4969.47	1.625957	0.000027
4970.69	1.625963	0.000027
4971.911	1.625968	0.000027
4973.132	1.625974	0.000027
4974.352	1.62598	0.000027
4975.573	1.625985	0.000027
4976.794	1.625991	0.000027
4978.015	1.625996	0.000027
4979.235	1.626002	0.000027
4980.456	1.626008	0.000027
4981.677	1.626013	0.000027
4982.897	1.626019	0.000027
4984.118	1.626024	0.000027
4985.339	1.62603	0.000027
4986.559	1.626035	0.000027
4987.78	1.626041	0.000027
4989.001	1.626046	0.000027
4990.222	1.626052	0.000027
4991.442	1.626057	0.000027
4992.663	1.626063	0.000027
4993.884	1.626068	0.000027
4995.104	1.626074	0.000027
4996.325	1.626079	0.000027
4997.546	1.626085	0.000027
4998.766	1.62609	0.000027
4999.987	1.626096	0.000026
