	wav	flux
958	2.17975	0.12165999999999999
959	2.1802799999999998	0.12212
960	2.18082	0.12222000000000001
961	2.18135	0.12158
962	2.18189	0.12095
963	2.18242	0.12077
964	2.18296	0.12075
965	2.1835	0.12055
966	2.18403	0.12030999999999999
967	2.18457	0.12032999999999999
968	2.1851	0.1205
969	2.1856400000000002	0.12050999999999999
970	2.18617	0.12043
971	2.1867099999999997	0.12064000000000001
972	2.18724	0.12109
973	2.18778	0.12099000000000001
974	2.18832	0.12036
975	2.18885	0.11985
976	2.18939	0.11959000000000002
977	2.18992	0.1196
978	2.19046	0.11990999999999999
979	2.19099	0.12022999999999999
980	2.1915299999999998	0.12029000000000001
981	2.19207	0.12005
982	2.1926	0.11988
983	2.19314	0.11989000000000001
984	2.19367	0.11974000000000001
985	2.19421	0.11947
986	2.1947400000000004	0.1191
987	2.19528	0.11878
